"campaignid","sample","biota.macroalgae","biota.unconsolidated","biota.seagrasses","biota.sponges","biota.consolidated","latitude","longitude","total.points.annotated"
"2014_TowedVideo","LGBDT1_0394",0,0,10,0,0,-33.57825,115.1166833,10
"2014_TowedVideo","LGBDT1_0401",3,0,2,0,0,-33.57796667,115.1168167,5
"2014_TowedVideo","LGBDT1_0409",0,0,10,0,0,-33.57768333,115.1170333,10
"2014_TowedVideo","LGBDT1_0411",1,0,10,0,0,-33.57758333,115.1170333,11
"2014_TowedVideo","LGBDT1_0413",0,0,0,0,0,-33.57751667,115.1170333,0
"2014_TowedVideo","LGBDT1_0417",0,0,10,0,0,-33.57736667,115.1171333,10
"2014_TowedVideo","LGBDT1_0418",0,0,5,0,0,-33.57733333,115.1171333,5
"2014_TowedVideo","LGBDT1_0420",0,0,8,0,0,-33.57725,115.11715,8
"2014_TowedVideo","LGBDT1_0431",12,0,0,0,0,-33.57685,115.11735,12
"2014_TowedVideo","LGBDT1_0432",0,0,5,0,0,-33.57681667,115.1174,5
"2014_TowedVideo","LGBDT1_0438",0,0,10,0,0,-33.57666667,115.1176333,10
"2014_TowedVideo","LGBDT1_0440",0,0,3,0,0,-33.57663333,115.1177333,3
"2014_TowedVideo","LGBDT1_0442",0,0,2,0,0,-33.57658333,115.1178167,2
"2014_TowedVideo","LGBDT1_0450",0,0,4,0,0,-33.57633333,115.1180167,4
"2014_TowedVideo","LGBDT1_0483",0,0,0,0,0,-33.57513333,115.11875,0
"2014_TowedVideo","LGBDT1_0490",2,0,4,0,0,-33.57483333,115.1188333,6
"2014_TowedVideo","LGBDT1_0492",1,0,0,0,0,-33.57476667,115.1189167,1
"2014_TowedVideo","LGBDT1_0499",0,0,0,0,0,-33.57451667,115.1191167,0
"2014_TowedVideo","LGBDT1_0501",2,0,5,0,0,-33.57446667,115.11915,7
"2014_TowedVideo","LGBDT1_0506",1,0,1,0,0,-33.5743,115.1193333,2
"2014_TowedVideo","LGBDT1_0518",4,0,7,0,0,-33.5739,115.1197,11
"2014_TowedVideo","LGBDT1_0524",0,1,9,0,0,-33.5737,115.1198667,10
"2014_TowedVideo","LGBDT1_0527",4,0,6,0,0,-33.57361667,115.11995,10
"2014_TowedVideo","LGBDT1_0532",3,0,6,0,0,-33.57343333,115.12005,9
"2014_TowedVideo","LGBDT1_0541",3,0,0,0,0,-33.5731,115.1202333,3
"2014_TowedVideo","LGBDT1_0546",10,0,0,0,0,-33.57293333,115.12035,10
"2014_TowedVideo","LGBDT1_0549",8,0,0,0,0,-33.57285,115.12045,8
"2014_TowedVideo","LGBDT1_0552",2,0,0,0,0,-33.57273333,115.1204833,2
"2014_TowedVideo","LGBDT1_0554",4,0,3,0,0,-33.57265,115.1205333,7
"2014_TowedVideo","LGBDT1_0555",1,0,8,0,0,-33.57263333,115.12055,9
"2014_TowedVideo","LGBDT1_0557",0,0,9,0,0,-33.57256667,115.12065,9
"2014_TowedVideo","LGBDT1_0560",1,1,8,0,0,-33.5725,115.12075,10
"2014_TowedVideo","LGBDT1_0570",0,4,4,0,0,-33.57215,115.1209667,8
"2014_TowedVideo","LGBDT1_0571",1,7,1,0,0,-33.57211667,115.1209833,9
"2014_TowedVideo","LGBDT1_0576",0,6,0,0,0,-33.57191667,115.1210833,6
"2014_TowedVideo","LGBDT1_0590",0,2,5,0,0,-33.57143333,115.1212833,7
"2014_TowedVideo","LGBDT1_0624",10,0,2,0,0,-33.5704,115.1220333,12
"2014_TowedVideo","LGBDT1_0632",2,0,7,0,0,-33.5701,115.1221333,9
"2014_TowedVideo","LGBDT1_0636",0,1,12,0,0,-33.56998333,115.1222167,13
"2014_TowedVideo","LGBDT1_0639",5,0,1,0,0,-33.56986667,115.12225,6
"2014_TowedVideo","LGBDT1_0651",0,0,3,0,0,-33.56946667,115.1224,3
"2014_TowedVideo","LGBDT1_0707",0,0,0,0,0,-33.56901667,115.12275,0
"2014_TowedVideo","LGBDT1_0713",0,0,0,0,0,-33.56866667,115.1230333,0
"2014_TowedVideo","LGBDT1_0726",0,0,0,0,0,-33.56835,115.1231667,0
"2014_TowedVideo","LGBDT2_0051",5,0,4,0,0,-33.62603333,115.1483167,9
"2014_TowedVideo","LGBDT2_0097",1,0,9,0,0,-33.6253,115.1492833,10
"2014_TowedVideo","LGBDT2_0105",0,0,10,0,0,-33.62515,115.14945,10
"2014_TowedVideo","LGBDT2_0118",0,0,10,0,0,-33.62486667,115.1497333,10
"2014_TowedVideo","LGBDT2_0118",0,0,10,0,0,-33.62488333,115.1497333,10
"2014_TowedVideo","LGBDT2_0127",0,0,8,0,0,-33.62468333,115.14995,8
"2014_TowedVideo","LGBDT2_0141",0,0,8,0,0,-33.62438333,115.1503,8
"2014_TowedVideo","LGBDT2_0148",0,0,10,0,0,-33.6242,115.1504833,10
"2014_TowedVideo","LGBDT2_0150",1,0,10,0,0,-33.62416667,115.1505333,11
"2014_TowedVideo","LGBDT2_0157",0,0,10,0,0,-33.62403333,115.1507167,10
"2014_TowedVideo","LGBDT2_0180",0,0,10,0,0,-33.62351667,115.1511833,10
"2014_TowedVideo","LGBDT2_0186",0,0,10,0,0,-33.6234,115.1512833,10
"2014_TowedVideo","LGBDT2_0198",0,0,12,0,0,-33.62311667,115.1515167,12
"2014_TowedVideo","LGBDT2_0225",0,0,2,0,0,-33.62251667,115.1519667,2
"2014_TowedVideo","LGBDT2_0239",0,0,5,0,0,-33.6222,115.1522,5
"2014_TowedVideo","LGBDT2_0246",0,0,9,0,0,-33.62205,115.1523333,9
"2014_TowedVideo","LGBDT2_0296",0,0,12,0,0,-33.62088333,115.1535833,12
"2014_TowedVideo","LGBDT2_0324",0,0,10,0,0,-33.62018333,115.1542,10
"2014_TowedVideo","LGBDT2_0330",0,0,9,0,0,-33.62003333,115.1543,9
"2014_TowedVideo","LGBDT2_0338",0,0,10,0,0,-33.61985,115.1545,10
"2014_TowedVideo","LGBDT2_0348",0,0,5,0,0,-33.61965,115.1547333,5
"2014_TowedVideo","LGBDT2_0357",0,0,10,0,0,-33.61941667,115.1548833,10
"2014_TowedVideo","LGBDT2_0374",2,0,7,0,0,-33.619,115.1552833,9
"2014_TowedVideo","LGBDT2_0376",0,0,13,0,0,-33.61895,115.1553,13
"2014_TowedVideo","LGBDT2_0377",0,0,10,0,0,-33.61891667,115.1553167,10
"2014_TowedVideo","LGBDT2_0391",0,0,15,0,0,-33.61858333,115.1557333,15
"2014_TowedVideo","LGBDT2_0393",0,0,11,0,0,-33.61855,115.1558,11
"2014_TowedVideo","LGBDT2_0401",0,0,10,0,0,-33.6184,115.1560333,10
"2014_TowedVideo","LGBDT2_0411",0,0,11,0,0,-33.61815,115.15635,11
"2014_TowedVideo","LGBDT2_0415",0,0,10,0,0,-33.61805,115.1564833,10
"2014_TowedVideo","LGBDT2_0418",0,0,13,0,0,-33.61798333,115.1565667,13
"2014_TowedVideo","LGBDT2_0420",0,0,8,0,0,-33.61791667,115.1566333,8
"2014_TowedVideo","LGBDT2_0422",0,0,8,0,0,-33.61785,115.1567167,8
"2014_TowedVideo","LGBDT2_0429",0,9,9,0,0,-33.61765,115.1569167,18
"2014_TowedVideo","LGBDT2_0442",0,0,10,0,0,-33.61725,115.1572833,10
"2014_TowedVideo","LGBDT2_0458",0,0,12,0,0,-33.61681667,115.1577667,12
"2014_TowedVideo","LGBDT2_0460",0,0,12,0,0,-33.61676667,115.1578167,12
"2014_TowedVideo","LGBDT2_0464",0,0,5,0,0,-33.61663333,115.1579,5
"2014_TowedVideo","LGBDT2_0464",0,0,5,0,0,-33.61665,115.1579,5
"2014_TowedVideo","LGBDT2_0469",0,0,19,0,0,-33.6165,115.158,19
"2014_TowedVideo","LGBDT2_0472",0,7,3,0,0,-33.61641667,115.1580667,10
"2014_TowedVideo","LGBDT2_0476",0,0,9,0,0,-33.6163,115.1581667,9
"2014_TowedVideo","LGBDT2_0482",0,0,8,0,0,-33.61613333,115.1583,8
"2014_TowedVideo","LGBDT2_0498",0,6,4,0,0,-33.61571667,115.15875,10
"2014_TowedVideo","LGBDT2_0532",0,0,10,0,0,-33.61463333,115.15955,10
"2014_TowedVideo","LGBDT2_0535",0,0,8,0,0,-33.61455,115.1596333,8
"2014_TowedVideo","LGBDT2_0544",0,0,10,0,0,-33.61428333,115.1597833,10
"2014_TowedVideo","LGBDT2_0547",0,0,9,0,0,-33.61418333,115.1598333,9
"2014_TowedVideo","LGBDT2_0554",0,0,8,0,0,-33.61398333,115.16,8
"2014_TowedVideo","LGBDT2_0564",0,0,5,0,0,-33.61368333,115.1601667,5
"2014_TowedVideo","LGBDT2_0567",0,0,9,0,0,-33.6136,115.16025,9
"2014_TowedVideo","LGBDT2_0581",0,1,16,0,0,-33.61311667,115.1605333,17
"2014_TowedVideo","LGBDT2_0589",0,1,3,0,0,-33.61281667,115.1607,4
"2014_TowedVideo","LGBDT2_0591",0,0,4,0,0,-33.61276667,115.1607167,4
"2014_TowedVideo","LGBDT2_0601",0,0,2,0,0,-33.61245,115.1609333,2
"2014_TowedVideo","LGBDT2_0603",0,0,10,0,0,-33.61238333,115.161,10
"2014_TowedVideo","LGBDT2_0612",0,0,4,0,0,-33.61208333,115.1611833,4
"2014_TowedVideo","LGBDT2_0613",1,0,9,0,0,-33.61205,115.1612,10
"2014_TowedVideo","LGBDT2_0615",0,3,6,0,0,-33.61198333,115.1612833,9
"2014_TowedVideo","LGBDT2_0620",0,1,12,0,0,-33.61186667,115.1613833,13
"2014_TowedVideo","LGBDT2_0631",0,1,6,0,0,-33.6115,115.1617,7
"2014_TowedVideo","LGBDT2_0634",3,0,7,0,0,-33.61141667,115.1617167,10
"2014_TowedVideo","LGBDT2_0639",3,0,0,0,0,-33.61125,115.1618833,3
"2014_TowedVideo","LGBDT2_0645",0,0,2,0,0,-33.61106667,115.16205,2
"2014_TowedVideo","LGBDT2_0668",0,0,0,0,0,-33.61028333,115.1625,0
"2014_TowedVideo","LGBDT2_0678",2,0,3,0,0,-33.60991667,115.1627,5
"2014_TowedVideo","LGBDT2_0689",0,1,1,0,0,-33.60953333,115.16285,2
"2014_TowedVideo","LGBDT2_0692",0,12,5,0,0,-33.60945,115.1629333,17
"2014_TowedVideo","LGBDT2_0696",0,3,1,0,0,-33.60928333,115.1629833,4
"2014_TowedVideo","LGBDT2_0807",0,0,10,0,0,-33.61105,115.1611167,10
"2014_TowedVideo","LGBDT2_0810",0,0,10,0,0,-33.61105,115.1611167,10
"2014_TowedVideo","LGBDT2_0811",0,0,10,0,0,-33.61105,115.1611167,10
"2014_TowedVideo","LGBDT2_0811",0,0,10,0,0,-33.61105,115.1611167,10
"2014_TowedVideo","LGBDT2_0813",0,0,10,0,0,-33.61103333,115.1611,10
"2014_TowedVideo","LGBDT2_0813",0,0,10,0,0,-33.61103333,115.1611,10
"2014_TowedVideo","LGBDT2_0816",0,0,10,0,0,-33.61101667,115.1611,10
"2014_TowedVideo","LGBDT2_0826",0,0,10,0,0,-33.61055,115.1612833,10
"2014_TowedVideo","LGBDT2_0831",0,0,4,0,0,-33.61043333,115.1614667,4
"2014_TowedVideo","LGBDT2_0844",0,0,7,0,0,-33.61008333,115.1618,7
"2014_TowedVideo","LGBDT2_0859",0,0,10,0,0,-33.60961667,115.1621667,10
"2014_TowedVideo","LGBDT2_0867",0,7,2,0,0,-33.60938333,115.1624,9
"2014_TowedVideo","LGBDT2_0870",0,2,2,0,0,-33.6093,115.1625,4
"2014_TowedVideo","LGBDT2_0885",2,0,3,0,0,-33.60893333,115.1630333,5
"2014_TowedVideo","LGBDT2_0907",0,0,0,0,0,-33.6084,115.1636667,0
"2014_TowedVideo","LGBDT2_0932",0,1,8,0,0,-33.6076,115.1641167,9
"2014_TowedVideo","LGBDT2_0953",0,1,2,0,0,-33.60698333,115.1646167,3
"2014_TowedVideo","LGBDT2_0964",0,2,5,0,0,-33.60663333,115.1648167,7
"2014_TowedVideo","LGBDT2_0971",0,1,9,0,0,-33.60641667,115.1649167,10
"2014_TowedVideo","LGBDT2_0973",0,4,6,0,0,-33.60636667,115.1649667,10
"2014_TowedVideo","LGBDT2_0975",0,5,0,0,0,-33.60631667,115.1650333,5
"2014_TowedVideo","LGBDT2_0980",0,0,9,0,0,-33.60618333,115.16515,9
"2014_TowedVideo","LGBDT2_0983",1,0,6,0,0,-33.6061,115.1652333,7
"2014_TowedVideo","LGBDT2_0985",2,2,4,0,0,-33.60605,115.1653,8
"2014_TowedVideo","LGBDT2_0987",0,0,5,0,0,-33.606,115.16535,5
"2014_TowedVideo","LGBDT2_1003",0,0,10,0,0,-33.60556667,115.1657667,10
"2014_TowedVideo","LGBDT2_1010",0,0,10,0,0,-33.60531667,115.1658167,10
"2014_TowedVideo","LGBDT2_1014",0,0,10,0,0,-33.6052,115.1658833,10
"2014_TowedVideo","LGBDT2_1016",0,0,10,0,0,-33.60513333,115.1659167,10
"2014_TowedVideo","LGBDT2_1049",0,0,10,0,0,-33.60413333,115.1664167,10
"2014_TowedVideo","LGBDT2_1063",0,0,8,0,0,-33.60376667,115.1667,8
"2014_TowedVideo","LGBDT2_1066",0,0,10,0,0,-33.60368333,115.1667667,10
"2014_TowedVideo","LGBDT2_1066",0,0,10,0,0,-33.60368333,115.1667667,10
"2014_TowedVideo","LGBDT2_1070",0,2,8,0,0,-33.6036,115.1668833,10
"2014_TowedVideo","LGBDT2_1077",0,0,10,0,0,-33.60345,115.1670667,10
"2014_TowedVideo","LGBDT2_1082",0,0,10,0,0,-33.60333333,115.1671833,10
"2014_TowedVideo","LGBDT2_1092",0,0,5,0,0,-33.60305,115.1675333,5
"2014_TowedVideo","LGBDT2_1092",0,0,5,0,0,-33.60305,115.1675167,5
"2014_TowedVideo","LGBDT2_1114",0,0,5,0,0,-33.60258333,115.1683167,5
"2014_TowedVideo","LGBDT2_1123",1,0,6,0,0,-33.60241667,115.1686833,7
"2014_TowedVideo","LGBDT2_1125",0,0,9,0,0,-33.60238333,115.1687667,9
"2014_TowedVideo","LGBDT2_1129",0,0,8,0,0,-33.6023,115.1689333,8
"2014_TowedVideo","LGBDT2_1138",0,0,9,0,0,-33.60213333,115.1692333,9
"2014_TowedVideo","LGBDT2_1179",0,1,8,0,0,-33.6019,115.1707333,9
"2014_TowedVideo","LGBDT2_1184",0,0,6,0,0,-33.60191667,115.1709333,6
"2014_TowedVideo","LGBDT2_1197",0,0,6,0,0,-33.60178333,115.1714167,6
"2014_TowedVideo","LGBDT2_1197",0,0,6,0,0,-33.6018,115.1714167,6
"2014_TowedVideo","LGBDT2_1234",1,0,8,0,0,-33.60168333,115.1729,9
"2014_TowedVideo","LGBDT2_1260",0,0,1,0,0,-33.60135,115.1739333,1
"2014_TowedVideo","LGBDT2_1264",0,0,2,0,0,-33.6013,115.1740833,2
"2014_TowedVideo","LGBDT2_1281",0,0,9,0,0,-33.60105,115.1747667,9
"2014_TowedVideo","LGBDT2_1285",0,0,3,0,0,-33.60095,115.1749,3
"2014_TowedVideo","LGBDT2_1293",0,0,10,0,0,-33.60078333,115.1752167,10
"2014_TowedVideo","LGBDT2_1300",0,0,5,0,0,-33.6007,115.1755,5
"2014_TowedVideo","LGBDT2_1304",0,0,9,0,0,-33.60065,115.17565,9
"2014_TowedVideo","LGBDT2_1311",0,0,5,0,0,-33.60053333,115.1759167,5
"2014_TowedVideo","LGBDT2_1319",0,0,10,0,0,-33.60036667,115.1762,10
"2014_TowedVideo","LGBDT2_1327",5,0,1,0,0,-33.60023333,115.1765,6
"2014_TowedVideo","LGBDT2_1344",0,0,3,0,0,-33.59983333,115.1770333,3
"2014_TowedVideo","LGBDT2_1348",7,0,2,0,0,-33.59975,115.1771833,9
"2014_TowedVideo","LGBDT2_1357",0,0,10,0,0,-33.59951667,115.17745,10
"2014_TowedVideo","LGBDT2_1361",0,0,10,0,0,-33.59943333,115.1775667,10
"2014_TowedVideo","LGBDT2_1366",0,0,10,0,0,-33.5993,115.1776833,10
"2014_TowedVideo","LGBDT2_1387",0,0,7,0,0,-33.59871667,115.1782333,7
"2014_TowedVideo","LGBDT2_1399",0,1,2,0,0,-33.59838333,115.1785,3
"2014_TowedVideo","LGBDT2_1407",0,0,9,0,0,-33.5982,115.17875,9
"2014_TowedVideo","LGBDT2_1409",0,0,8,0,0,-33.59815,115.1788167,8
"2014_TowedVideo","LGBDT2_1411",0,0,8,0,0,-33.59811667,115.1788833,8
"2014_TowedVideo","LGBDT2_1440",0,0,8,0,0,-33.59745,115.1796833,8
"2014_TowedVideo","LGBDT2_1448",0,0,7,0,0,-33.59725,115.1798833,7
"2014_TowedVideo","LGBDT2_1483",0,0,9,0,0,-33.59651667,115.1809167,9
"2014_TowedVideo","LGBDT2_1495",0,0,5,0,0,-33.59625,115.18125,5
"2014_TowedVideo","LGBDT2_1501",1,1,10,0,0,-33.59611667,115.1814,12
"2014_TowedVideo","LGBDT2_1507",0,0,5,0,0,-33.59593333,115.1814833,5
"2014_TowedVideo","LGBDT2_1507",0,0,5,0,0,-33.59593333,115.1814833,5
"2014_TowedVideo","LGBDT2_1520",0,0,4,0,0,-33.59556667,115.1815167,4
"2014_TowedVideo","LGBDT2_1520",0,0,4,0,0,-33.59558333,115.1815167,4
"2014_TowedVideo","LGBDT2_1523",0,0,7,0,0,-33.59548333,115.1815333,7
"2014_TowedVideo","LGBDT2_1525",0,0,3,0,0,-33.5954,115.1815333,3
"2014_TowedVideo","LGBDT2_1525",0,0,3,0,0,-33.5954,115.1815333,3
"2014_TowedVideo","LGBDT2_1530",0,0,2,0,0,-33.59525,115.1815833,2
"2014_TowedVideo","LGBDT2_1534",3,0,8,0,0,-33.59513333,115.1816333,11
"2014_TowedVideo","LGBDT2_1536",5,0,0,0,0,-33.59506667,115.1816,5
"2014_TowedVideo","LGBDT2_1562",5,0,0,0,0,-33.59428333,115.1817,5
"2014_TowedVideo","LGBDT2_1563",5,0,0,0,0,-33.59421667,115.1817,5
"2014_TowedVideo","LGBDT2_1563",5,0,0,0,0,-33.59423333,115.1817,5
"2014_TowedVideo","LGBDT2_1566",10,0,0,0,0,-33.59413333,115.1816833,10
"2014_TowedVideo","LGBDT2_1566",10,0,0,0,0,-33.59413333,115.1817,10
"2014_TowedVideo","LGBDT2_1569",2,0,0,0,0,-33.59408333,115.1816333,2
"2014_TowedVideo","LGBDT2_1574",5,0,0,0,0,-33.5939,115.1816,5
"2014_TowedVideo","LGBDT2_1586",4,0,5,0,0,-33.59353333,115.1815333,9
"2014_TowedVideo","LGBDT2_1588",10,0,0,0,0,-33.59346667,115.1815333,10
"2014_TowedVideo","LGBDT2_1599",1,0,9,0,0,-33.59315,115.18145,10
"2014_TowedVideo","LGBDT2_1615",1,0,0,0,0,-33.59263333,115.18135,1
"2014_TowedVideo","LGBDT2_1616",0,0,3,0,0,-33.5926,115.1813333,3
"2014_TowedVideo","LGBDT2_1618",4,0,2,0,0,-33.59253333,115.1813167,6
"2014_TowedVideo","LGBDT2_1632",0,0,0,0,0,-33.59208333,115.1813,0
"2014_TowedVideo","LGBDT2_1642",0,0,5,0,0,-33.59176667,115.1814167,5
"2014_TowedVideo","LGBDT2_1646",4,0,3,0,0,-33.59165,115.18145,7
"2014_TowedVideo","LGBDT2_1656",0,0,6,0,0,-33.59133333,115.18145,6
"2014_TowedVideo","LGBDT2_1662",0,0,3,0,0,-33.59113333,115.1815333,3
"2014_TowedVideo","LGBDT2_1664",0,0,5,0,0,-33.59106667,115.1815333,5
"2014_TowedVideo","LGBDT2_1675",0,0,10,0,0,-33.59071667,115.18155,10
"2014_TowedVideo","LGBDT2_1682",0,0,6,0,0,-33.5905,115.1815833,6
"2014_TowedVideo","LGBDT2_1684",0,0,4,0,0,-33.59043333,115.1815833,4
"2014_TowedVideo","LGBDT2_1688",0,0,9,0,0,-33.59031667,115.1816167,9
"2014_TowedVideo","LGBDT2_1690",0,0,4,0,0,-33.59023333,115.1816167,4
"2014_TowedVideo","LGBDT2_1693",0,0,0,0,0,-33.59013333,115.1816,0
"2014_TowedVideo","LGBDT2_1697",0,0,8,0,0,-33.59001667,115.1816167,8
"2014_TowedVideo","LGBDT2_1699",0,0,4,0,0,-33.58995,115.1816333,4
"2014_TowedVideo","LGBDT2_1706",0,0,10,0,0,-33.58971667,115.1817,10
"2014_TowedVideo","LGBDT2_1710",0,0,10,0,0,-33.5896,115.1817667,10
"2014_TowedVideo","LGBDT2_1714",0,0,10,0,0,-33.58946667,115.1818,10
"2014_TowedVideo","LGBDT2_1716",0,0,10,0,0,-33.58941667,115.18185,10
"2014_TowedVideo","LGBDT2_1718",0,0,10,0,0,-33.58935,115.1818833,10
"2014_TowedVideo","LGBDT2_1720",0,0,5,0,0,-33.58928333,115.1819167,5
"2014_TowedVideo","LGBDT2_1724",0,0,5,0,0,-33.58915,115.1819333,5
"2014_TowedVideo","LGBDT2_1748",0,0,10,0,0,-33.58843333,115.1823,10
"2014_TowedVideo","LGBDT2_1750",0,0,10,0,0,-33.58836667,115.18235,10
"2014_TowedVideo","LGBDT2_1757",2,0,8,0,0,-33.58816667,115.18255,10
"2014_TowedVideo","LGBDT2_1792",0,0,9,0,0,-33.58708333,115.1828833,9
"2014_TowedVideo","LGBDT2_1799",1,0,9,0,0,-33.58686667,115.1829,10
"2014_TowedVideo","LGBDT2_1800",0,0,1,0,0,-33.58685,115.1829167,1
"2014_TowedVideo","LGBDT2_1812",0,0,10,0,0,-33.58648333,115.1831,10
"2014_TowedVideo","LGBDT2_1814",0,0,7,0,0,-33.58641667,115.1831,7
"2014_TowedVideo","LGBDT2_1827",0,1,7,0,0,-33.58601667,115.1833167,8
"2014_TowedVideo","LGBDT2_1829",0,4,6,0,0,-33.58595,115.1833667,10
"2014_TowedVideo","LGBDT2_1843",0,6,4,0,0,-33.58553333,115.1835333,10
"2014_TowedVideo","LGBDT2_1850",0,9,1,0,0,-33.58528333,115.1836333,10
"2014_TowedVideo","LGBDT2_1852",0,10,3,0,0,-33.58523333,115.1836667,13
"2014_TowedVideo","LGBDT2_1883",0,1,1,0,0,-33.5843,115.1840667,2
"2014_TowedVideo","LGBDT2_1885",0,6,4,0,0,-33.58425,115.1841,10
"2014_TowedVideo","LGBDT2_1887",0,3,4,0,0,-33.58418333,115.1841,7
"2014_TowedVideo","LGBDT2_1889",0,4,6,0,0,-33.58411667,115.1841,10
"2014_TowedVideo","LGBDT2_1908",0,7,3,0,0,-33.58351667,115.1843,10
"2014_TowedVideo","LGBDT2_1927",0,1,13,0,0,-33.58293333,115.1845167,14
"2014_TowedVideo","LGBDT2_1935",0,5,0,0,0,-33.58268333,115.1846,5
"2014_TowedVideo","LGBDT2_1944",0,0,5,0,0,-33.58241667,115.1846667,5
"2014_TowedVideo","LGBDT2_1947",0,0,5,0,0,-33.58231667,115.1847333,5
"2014_TowedVideo","LGBDT2_1967",1,0,9,0,0,-33.58173333,115.18505,10
"2014_TowedVideo","LGBDT2_1972",0,0,5,0,0,-33.58156667,115.18515,5
"2014_TowedVideo","LGBDT2_1981",0,0,10,0,0,-33.58126667,115.1852,10
"2014_TowedVideo","LGBDT2_1984",0,0,5,0,0,-33.58118333,115.1852333,5
"2014_TowedVideo","LGBDT2_1988",0,2,8,0,0,-33.58106667,115.18535,10
"2014_TowedVideo","LGBDT2_1990",0,3,0,0,0,-33.58098333,115.1853667,3
"2014_TowedVideo","LGBDT2_1994",0,0,9,0,0,-33.58086667,115.1854,9
"2014_TowedVideo","LGBDT2_1996",0,8,0,0,0,-33.58078333,115.1854,8
"2014_TowedVideo","LGBDT2_2001",0,9,1,0,1,-33.58061667,115.18545,11
"2014_TowedVideo","LGBDT2_2004",0,1,7,0,0,-33.58051667,115.18555,8
"2014_TowedVideo","LGBDT2_2018",0,3,2,0,0,-33.58005,115.1856833,5
