"campaignid","sample","family","genus","species","family_correct","genus_correct","species_correct"
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","13RC13","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","13RC13","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","13RC5","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","13RC5","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","13RC7","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","13RC7","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","14","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","143","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","15","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","151","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","151","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","16","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","160","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","167","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","170","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","18","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","19","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","19","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","2","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","2","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","207","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","207","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","22","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","22","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","224","Odacidae","Heteroscarus","acroptilus","Labridae","Heteroscarus","acroptilus"
"2014-12_Geographe.Bay_stereoBRUVs","24","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","24","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","25","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","256","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","26","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","27","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","27","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","27","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","270","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","272","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","272","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","279","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","279","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","282","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","29","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","3","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","3","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","3","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","30","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","30","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","31","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","31","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","327","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","331","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","331","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","335","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","34","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","35","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","35","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","352","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","36","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","36","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","37","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","37","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","37","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","375","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","375","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","378","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","378","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","38","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","38","Ostraciidae","Caprichthys","gymnura","Aracanidae","Caprichthys","gymnura"
"2014-12_Geographe.Bay_stereoBRUVs","38","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","39","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","391","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","391","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","394","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","4","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","40","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","40","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","407","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","41","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","42","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","44","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","442","Monacanthidae","Chaetodermis","penicilligera","Monacanthidae","Chaetodermis","penicilligerus"
"2014-12_Geographe.Bay_stereoBRUVs","442","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","443","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","443","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","448","Odacidae","Heteroscarus","acroptilus","Labridae","Heteroscarus","acroptilus"
"2014-12_Geographe.Bay_stereoBRUVs","448","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","448","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","45","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","455","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","455","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","455","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","47","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","47","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","49","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","490","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","490","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","5","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","50","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","50","Sillaginidae","Sillaginodes","punctata","Sillaginidae","Sillaginodes","punctatus"
"2014-12_Geographe.Bay_stereoBRUVs","50","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","503","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","503","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","506","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","51","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","51","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","52","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","523","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","527","Odacidae","Heteroscarus","acroptilus","Labridae","Heteroscarus","acroptilus"
"2014-12_Geographe.Bay_stereoBRUVs","527","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","53","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","53","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","54","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","54","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","544","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","56","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","567","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","567","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","567","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","579","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","58","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","58","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","583","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","599","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","618","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","62","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","62","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","624","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","63","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","63","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","633","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","634","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","647","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","647","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","65","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","656","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","67","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","672","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","68","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","682","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","69","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","69","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","694","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","694","Odacidae","Heteroscarus","acroptilus","Labridae","Heteroscarus","acroptilus"
